Sulfur Content,,,,,,,,,,,,,
Pollutant: SO2,,,,,,,,,,,,,
Scenario: TSAP_Consultation_2014_v2 (ID: TSAP_Consultation_2014_v2),,,,,,,,,,,,,
Region: EU-28,,,,,,,,,,,,,
UserID: zig,,,,,,,,,,,,,
Unit: [%],,,,,,,,,,,,,
cou_abb,reg_abb,fuel,CON_COMB,PP_EX_WB,PP_EX_OTH,PP_NEW,PP_IGCC,DOM,TRA_RD,TRA_OT,TRA_OTS,IN_BO,IN_OC
LUXE,WHOL,Nov-14,LUXE_TS_Aug14,CAPRI_ref140613,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
MALT,WHOL,Nov-14,MALT_TS_Aug14,CAPRI_ref140613,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
NETH,WHOL,Nov-14,NETH_TS_Aug14_v2,CAPRI_ref140613_C14_v2,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14_v2,,,,,
POLA,WHOL,Nov-14,POLA_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
PORT,WHOL,Nov-14,PORT_TS_Aug14_v2,CAPRI_ref140613_C14_v2,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
ROMA,WHOL,Nov-14,ROMA_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,GAINS_P13_C14,,,,,
SKRE,WHOL,Nov-14,SKRE_TS_Aug14_v2,CAPRI_ref140613,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
SLOV,WHOL,Nov-14,SLOV_TS_Aug14_v2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14_v2,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
SPAI,WHOL,Nov-14,SPAI_TS_Aug14,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
SWED,WHOL,Nov-14,SWED_TS_Aug14,CAPRI_ref140613,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,PRIMES_REFERENCE_upMAY12,,,,,
UNKI,WHOL,Nov-14,UNKI_TS_Aug14_V2,CAPRI_ref140613_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,EUCLIMIT_P13_REF_C14,GAINS_P13_C14,,,,,
