ISO,UN code,Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
MYT,175,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,484,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,112.7,0,0,0,0,0,123.6,141.8,170.8,185.4,203.5,239.8,265.3,290.7,287.1,301.6,367.1,363.5,494.3,534.3,606.8,755.9,799.5,821.3,825,865,995.8,1127,1265,1254,1337,1526,1501,1657,1861,2184,2126,2435,2766,3027,3354,3551,3619,4207,4760,5126,5587,6021,6296,6655,7144,7604,8369,8931,7855,8436,9412,8936,10050,10070,10120,10740,10950,11750,12390,13840,11030,12270,12910,13410,13900,14570,14060,14550,14650,15350,16670,17820,18970,18640,17860,17050,17770,18410,17440,18260,19160,20600,20880,20860,19500,20650,22260,21530
MNG,496,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,36.34,36.34,47.25,46.34,66.24,68.24,76.77,71.8,70.23,43.62,69.95,74.18,69.44,81.76,131.8,58.76,49.31,50.43,142,175.8,156.4,155.8,129.1,84.77,49.52,25.68,31.14,40.07,39.47,41.64,40.7,38.68,34.27,25.3,55.16,60.66,55.58,73.25,88.2,112.1,123.3,99.79,171.6,157,157,96.43,182.4,181.9,191.7,299.5,414.5,487.3,523.7,523.7,523.7
MNE,499,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSR,500,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,504,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07,32.71,36.34,75.71,109,98.13,90.86,94.49,79.95,76.32,79.95,0,0,0,0,69.05,54.51,36.34,86.76,108.6,130.8,130.8,159.7,185.3,214.4,301.6,327.1,359.8,312.2,250.5,200.1,247.1,287.1,312.2,345.7,374.3,457.9,388.9,425.2,425.2,490.6,574.2,694.1,726,754.9,786,923.6,974.5,1110,1362,1329,1539,1656,1670,1725,1761,1633,1670,1683,1702,1874,1853,1842,2514,2745,2732,2714,2718,2778,3032,3086,3113,3326,4079,4132,4184,4395,4364,4472,5004,5455,5598,5359,5191,5838,6073,5171,5250,5205,5055,4884,4997,4490,4490,4490
MOZ,508,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.269,10.9,10.9,10.9,10.9,10.18,7.269,7.269,7.269,7.269,11.99,14.54,14.54,14.54,10.9,15.66,13.63,16.87,13.63,17.1,18.17,23.26,25.34,39.98,39.98,43.61,50.72,69.24,76.5,83.59,87.22,105.4,109,105.4,87.38,83.59,90.86,109,112.7,123.6,141.7,149,196.3,207.2,232.6,301.6,229,138.1,104.4,156.3,154.5,128.4,109.6,108.3,160.7,188.4,199.2,87.04,31.83,31.3,27.9,30.59,32.43,32.79,12.28,8.173,24.48,24.44,73.22,89.36,85.98,87.46,109.2,106.7,196.5,239.7,218.8,194.2,237.5,257.5,286.2,299.2,340.9,373.3,452.7,505.6,585.9,614.2,947.8,910.6,930,1046,1085,1085,1085
MMR,104,MYANMAR (FORMERLY BURMA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,21.81,21.81,29.07,29.07,18.17,18.17,18.17,18.17,21.81,18.17,25.44,61.78,65.42,65.42,69.05,65.42,87.22,90.86,83.52,98.13,98.13,94.49,83.59,90.78,114.9,131.3,122.7,183.6,181.5,145.2,156.9,151.5,136.5,208.6,186.8,165.5,148,164.1,168.7,180.3,188.6,162.4,190.7,209.5,204.4,208.6,147.4,136.4,158.4,151.7,188.2,227.3,205.5,214.1,222.6,234.1,258.2,255.7,203.8,203.5,347.7,428.6,502.6,377.4,961.7,2091,2480,2938,3186,3186,3186
NAM,516,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7,222.6,270.4,303.2,330.2,262.6,405.6,483.6,520,468.5,468.5,468.5
NRU,520,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,524,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17,3.634,14.37,21.29,17.34,10.39,13.78,13.63,10.01,19.76,16.26,12.83,41.16,65.59,89.68,91.15,43.6,55.35,96.76,111.3,128.2,132.5,125.1,90.97,113.1,117,120.9,114.4,115.9,117.3,112.9,114.4,115.2,115.5,112.7,458,519.1,794.3,1026,1143,1183,1492,2232,3072,3396,3763,2858,2858,2858
NLD,528,NETHERLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.4,109,98.13,127.2,178.1,196.3,178.1,199.9,218.1,225.3,268.9,0,228.9,181.7,178.1,105.4,112.7,199.9,258.1,290.7,272.6,294.4,345.3,403.4,425.2,479.7,545.1,621.5,654.2,676,792.3,890.4,941.3,995.8,1029,1421,1468,1563,1654,1697,1628,1893,1921,1834,1779,1708,1477,1320,1404,1337,1191,1134,940.9,821,763.4,718.9,603.2,583.4,494.2,512,462.9,415.8,497.9,449,458,463,428,316,376,432,517,469,478,488.8,433.9,445.9,420.7,399.9,403,398.9,416.2,348.2,351,308.1,274,282.3,249.4,239,298,220.4,6.337,0,0,0
NCL,540,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,32.71,29.07,25.14,24.84,28.05,27.71,27.37,23.65,23.35,26.35,26.01,25.73,15.83,21.86,24.65,27.28,26.48,36.63,36.59,36.55,36.51,40.52,40.47,40.43,0,0,40.3,37.31,39.95,39.85,45.45,47.04,46.58,46.88,52.33,52.67,61.07,55.22,47.14,45.5,40.45,42.74,42.74,39.69,32.82,29.38,27.86,27.86,27.86
NZL,554,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,98.13,94.49,76.25,72.69,87.13,0,61.73,76.32,87.22,109,116.3,108.9,108.9,109,112.7,112.7,116.4,112.7,109,123.5,127.1,127.2,79.99,130.8,138,159.9,203.5,221.7,265.3,276.2,276.2,305.3,323.5,312.5,356.2,388.9,418.1,432.5,403.4,377.9,396.1,410.7,411.2,452.7,539.8,571.8,558.5,525.5,483.8,429.6,405.8,393.6,490.7,433.9,425.5,467,555.5,522.4,514.1,475.6,431.8,448.7,437.7,477.2,489.3,496.9,538.7,510.3,532.2,488.9,532.1,530.8,534.7,550.9,534.1,487.5,576.6,544.8,687.3,639.1,586,557.4,528.5,568.6,586.3,619.5,620.7,486.4,443.8,418,410.9,379.2,369.6,369.6
NIC,558,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.269,3.634,7.269,3.634,7.269,7.269,7.269,7.269,10.9,10.9,10.9,10.9,14.54,21.81,21.81,18.17,18.17,14.54,18.17,21.81,25.44,29.07,32.71,39.98,47.25,50.88,54.51,61.78,58.15,58.15,94.49,116.3,87.22,111.7,110.8,95.64,42.14,73.09,79.35,47.87,47.44,47.01,46.58,46.15,45.72,45.29,57.68,94.7,103,119.3,109.6,132.7,139,154.2,161.3,161.1,149.3,225.9,217.4,230.5,370.8,215.5,217.7,215.5,212.5,210.5,209.5,235.9,273.5,240.9,252.6,271.4,286.9,302.4,302.4,263.6,224.9,197.7,197.7,197.7
NER,562,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7.269,10.9,10.9,10.9,14.54,14.2,13.85,33.78,9.877,6.413,15.61,15.18,17.7,14.32,16.67,13.4,12.98,12.61,12.19,11.8,11.28,10.9,8.38,8.038,5.234,5.626,7.983,8.507,9.096,8.441,8.572,10.41,10.93,11.13,9.227,12.17,10.6,10.8,4.055,6.019,7.918,9.816,11.71,6.87,2.157,19.64,19.37,19.11,18.78,18.59,18.26,18,30.89,31.75,31.75,31.75,31.75
NGA,566,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.51,61.72,83.5,178.1,239.9,261.7,327.3,487.1,494.4,388.9,283.5,279.8,290.7,327.1,563.3,603.2,596,676,621.6,696.1,733.8,822.4,932.7,1152,1640,1620,1329,1463,1671,1624,1476,1456,1437,1435,1432,1308,1072,1060,1035,1024,1095,1012,1011,966.5,842.3,918.8,915.1,1070,1296,1820,3846,3851,3856,4590,6118,7785,7750,8137,8525,7362,8525,8912,9959,9959,9959
NIU,570,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,578,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3,158.3,159.1,160.2,109.7,117.3,110.8,123.6,130.8,149,159.9,163.6,192.6,167.2,156.3,185.5,152.6,159.8,69.05,214.4,232.6,261.6,294.4,287.1,345.1,348.8,374.5,381.6,396.1,443.4,501.5,508.8,559.7,570.6,628.7,697.8,712.3,763.2,792.3,901.3,1065,1134,1232,1290,1357,1351,1352,1310,1347,1334,1152,1113,1096,1100,917.8,892.8,834.8,773,803.2,877.7,823.2,716.7,691.5,634.3,591.9,653.3,837.9,845,875,863,922.2,900.1,892.3,889.7,853,875.2,904.1,716.4,779.9,804.5,868.8,832.6,841.9,754,748.9,725.4,730.6,727.2,671.5,684.5,765.6,729.8,721.7,724.7,698.6,732.4
PSE,275,OCCUPIED PALESTINIAN TERRITORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,512,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.6,305.9,362.5,371,400.7,417.3,412.2,398.8,408.1,486,473.1,502.6,500.3,523.5,474.2,478.6,519.1,631.2,909.2,933.2,935.8,1275,1405,1429,1438,1613,1769,2121,2020,1781,1851,1991,1697,1876,1928,2176,2176,2176
PAK,586,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,155.6,203.3,203.9,246.1,260.8,294.2,335.1,339.7,384.8,536.4,533.7,493,569.7,609.7,685.2,737.2,758.1,838.3,908.8,1003,1200,1311,1257,1307,1287,1421,1715,1541,1534,1526,1480,1611,1553,1649,1678,2213,2078,2281,2251,2902,2951,2865,3052,3159,3168,3379,3286,3479,3602,3639,3595,3873,3989,4414,4395,5171,5604,6639,7887,9465,10330,11610,11210,11020,11390,11960,12200,12700,14130,14750,15580,15440,17640,18620,16920
PLW,585,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,591,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81,25.44,25.44,36.34,47.25,39.98,36.34,36.34,36.34,39.98,32.84,47.25,54.51,54.51,61.78,69.05,61.78,83.59,72.85,90.86,80.1,87.22,119.9,138.1,134.5,214.4,196.3,138.1,136.9,132.2,145.2,242.3,268,244.9,164.1,149.1,137.7,136.4,151.6,156.8,97.05,73.59,129.5,129.3,107.6,245.5,264.1,263.8,277.1,299.5,320.4,324.3,404.9,346.9,314.1,370.5,431.1,431.1,426.9,421,732.1,663.7,586.3,690.1,897.6,920.9,849,763.7,736.6,744.4,635.8,531.1,292.3,292.3,292.3
PNG,598,PAPUA NEW GUINEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,600,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.634,0,3.634,7.269,7.269,7.269,3.634,7.269,7.269,7.269,7.269,7.269,10.9,14.54,14.54,7.269,10.9,18.17,43.61,28.91,35.92,35.71,49.7,67.05,73.66,94.14,79.71,72.33,82.16,71.45,50.72,70.56,50.08,19.91,79.12,117.9,143.2,142.3,142.4,135.9,220.3,210.1,264.2,291.5,274.6,273.4,247.3,239.3,242.6,200.1,185.9,224.6,210.4,225.8,226.4,209,229.2,273.9,251.3,204.7,293,222.1,259,349.8,389.5,267.4,296,296,269.1,269.1,269.1
PER,604,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42,25.43,10.9,14.54,10.9,14.53,21.82,29.07,36.34,39.96,50.86,58.18,61.78,83.59,94.49,101.8,123.6,130.8,127.2,127.2,138.2,141.7,163.4,178.1,181.6,221.7,239.7,268.9,272.6,268.9,298,287.1,297.9,294.4,345.3,374.2,403.4,501.7,526.8,537.9,548.8,563.2,559.8,714.1,798.9,1157,931.5,928.8,955,934.4,978.5,1157,1044,1478,1239,937.2,927.5,834,1044,1222,1184,987.2,1025,1027,973,1161,1471,1751,1771,1974,1987,1734,1778,1806,1827,1845,2132,2376,2612,2730,2939,3330,3338,3300,3731,4257,4590,4476,4340,4291,4320,4546,3930,3930,3930
PHL,608,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.71,38.36,50.88,47.25,55.82,47.25,47.25,54.51,65.42,72.69,83.59,0,0,90.86,,,,14.54,29.07,65.42,58.15,98.13,145.4,152.6,152.6,145.4,152.6,196.1,214.5,250.8,316.2,359.8,392.5,505.4,476.1,468.8,592.4,756.1,795.9,1043,1268,1457,1210,1541,1436,2006,1730,2108,2207,2044,2096,1893,2130,1930,2038,2036,1684,1408,1607,1495,1827,1603,2790,3021,2903,3455,4138,4547,5335,6279,5492,5331,5059,3623,5553,5359,5416,6221,4880,5155,5168,5670,6056,6114,7218,7715,8155,9206,8804,9952,10600,10600,8804,8804,8804
BOL,68,PLURINATIONAL STATE OF BOLIVIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,13.84,3.634,3.634,3.894,10.9,0,10.9,10.9,11.21,10.9,14.54,14.54,14.88,18.17,18.5,21.53,18.04,18.17,18.17,18.17,14.54,18.17,14.59,10.86,14.48,14.54,18.17,21.81,25.44,28.99,32.63,29.07,32.71,29.07,36.4,39.92,58.15,61.71,72.69,83.59,101.8,130.7,108.3,129.4,125,120.9,141.1,179.1,153.4,156.1,134.6,178.3,136.3,182.9,208.7,230.9,253.3,265.3,293.4,323.8,350,402.1,405.6,471.4,524.3,539.5,481,436.3,444,494.8,549,612.7,691.5,721.6,803,910.6,953.3,1043,1060,1199,1316,1368,1420,1424,1482,1538,1265,1422,1533
POL,616,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.5,497.9,410.7,268.9,174.4,203.5,356.2,417.9,519.7,636,850.5,0,0,0,0,0,0,149,690.5,752.3,901.3,1159,1243,1330,1319,1628,1683,1886,1995,2221,2500,2628,3260,3638,3729,3794,4328,4732,4964,5502,5735,5847,6018,6409,6792,7486,7998,8746,9277,9888,9979,8737,8323,6360,7129,7102,7249,6447,6724,6777,7082,7267,5453,5414,5538,5147,6643,6666,6219,6739,6334,6178,6114,4957,4670,4566,5070,5057,5984,7050,6693,5757,6221,7379,6384,5874,6456,6342,6530,6996,7655,7692,7691,7366,7793
PRT,620,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.34,43.61,47.29,47.25,58.15,79.95,90.94,105.4,119.9,127.1,130.8,145.4,134.5,134.5,119.9,123.4,120.1,130.8,159.9,210.8,247.1,258,283.5,316.4,359.8,381.6,385.2,385,505.2,483.4,505.2,508.8,592.4,614.2,694.1,708.7,802.9,828.6,850.4,901.3,919.5,1007,1152,1207,1358,1603,1636,1655,1771,2036,2411,2406,2675,2635,2740,2770,2512,2420,2437,2604,2607,2629,3176,3271,3136,3195,3292,3462,3388,3561,3537,3827,3809,3627,3910,3616,4004,4088,4000,4166,4012,3223,3376,2813,2550,2814,3096,2921,2297,2531,2251,2225,2310,2106,2106
QAT,634,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.44,127.2,127.2,50.88,50.88,61.78,79.95,82.75,81.85,98.62,111.5,96.5,119.3,104.4,170,214.1,140,135.2,130.4,128.9,127.3,111.4,218.3,223.7,222,189.9,190.9,275.2,273.9,387.2,399.4,467.7,469.9,497.5,509.1,498.5,522.6,553.4,869,1360,1472,1355,1769,1913,1858,2124,2403,2340,2096,1956,1572,1362,1362,1362
CMR,120,REPUBLIC OF CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3.634,7.269,3.583,3.587,3.634,0,0,0,0,0,0,0,0,0,0,14.54,69.05,83.59,94.11,105.4,116.3,147.3,174.1,168.5,232.5,236.6,237.2,241,274.4,0,0,0,0,244.5,256.9,256.2,213.6,253.8,253.4,195.4,224.9,124.1,251.8,300.1,344.2,359.8,394.6,375.8,379.1,410.8,396.3,392.6,445.3,384.6,423.6,385.6,438.3,487.5,544.9,503.7,658.7,906.7,992,1097,1077,1333,1333,1333
KOR,410,REPUBLIC OF KOREA,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.738,12.05,14.74,17.22,0,31.19,0,34.05,30.8,36.35,26.02,3.634,3.662,7.298,7.269,10.9,7.256,3.634,18.17,21.82,29.07,29.07,21.81,47.25,145.4,178.1,214.5,258,388.9,385.2,614.1,795.9,930.4,1207,1766,2388,2879,3391,3191,4015,4333,4953,5791,6909,7347,7950,7545,7531,8607,10220,9776,9761,11160,12210,13760,14430,15870,18960,21130,24700,26840,28100,28310,29320,22880,23720,24760,25670,27110,27920,26120,23330,23140,26280,26080,24550,24300,24720,24850,25050,25410,25780,26670,26350,24700,24930,22870,23700,23490
MDA,498,REPUBLIC OF MOLDOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.643,8.071,9.962,10.65,11.54,9.193,12.11,15.53,20.48,19.05,19.88,19.9,20.8,21.34,,,,7.3,14.08,20.35,28.61,35.41,47.48,57.18,66.37,76.61,92.92,112.1,126.3,149.5,175.4,207.9,248.2,282.1,323.3,349.8,378.3,428.5,481,517.6,542.6,565.2,608.4,645.6,676,714.6,756.5,807.1,826.7,850.5,854.7,832.8,851,869.9,850.1,885,902.7,910.5,945,964.6,982.9,992.9,971.7,900.8,474.3,405.7,328.4,248.5,193.1,270.1,215.1,210.8,172.8,173.9,219.2,245.6,282.6,365.1,457.1,702.7,789.9,340.6,349.8,427.3,442.2,476.9,464.6,443.2,433.9,537.9,594.3,640.6,578.4,578.4,578.4
SSD,728,REPUBLIC OF SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,729,REPUBLIC OF SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32.9,32.92,29.3,43.78,51.22,58.37,40.29,51.26,58.57,44,40.36,51.28,66.01,73.33,84.36,77.06,95.37,80.73,102.7,150.3,106.3,65.29,71.7,92.06,87.5,86.48,68.38,84.41,90.03,79.04,84.56,64.26,53.91,59.49,61.76,70.09,69.98,103.2,102.9,66.61,159.8,156.6,114.5,81.24,93.12,60.04,77.73,83.4,109.7,124.1,132.4,78.75,126.5,97.16,242.9,746.6,1149,1341,1377,1348,1436,1556,1556,1556,1556,1556,1556,1556
REU,638,REUNION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,642,ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.6,156.3,196.3,98.14,105.4,109,156.3,189,185.3,225.3,221.7,261.7,196.3,305.2,181.7,225.3,159.9,123.6,156.2,207.2,221.7,276.2,319.8,563.4,741.4,937.8,792.3,955.9,1036,1163,1272,1410,1508,1635,1723,2159,2348,2671,2907,3129,3474,3714,4016,4180,4485,4755,5363,5478,6174,6493,6820,7181,7129,6677,6734,6222,6190,5358,6170,6152,6164,5609,4445,3201,2906,2833,2771,3146,3200,3005,2916,2645,2656,2768,2642,2650,2992,3175,3656,4054,4143,3093,2778,3089,3150,2695,2944,3337,3181,3310,3505,3828,3905,3962,3962
RUS,643,RUSSIAN FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.7,727.6,951.4,1018,1066,833.1,1085,1376,1801,1680,1755,1755,1785,1783,,,,551.7,1039,1468,2017,2441,3203,3776,4292,4854,5769,6824,7538,8754,10080,11730,13750,15350,17290,18380,19540,21770,24030,25440,26240,26900,28510,29730,30600,31800,33100,34730,35140,35730,35480,34180,34530,34800,33540,34440,34660,34500,35350,35640,35870,35790,34610,32840,26720,21990,16480,16650,12720,12270,11920,13170,15110,15860,17120,18670,20920,22260,24540,27640,23630,19750,22720,25130,26330,27280,26450,23170,20430,20510,20090,20310,20580,22160,22480
RWA,646,RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.04,25.46,28.57,25.56,25.35,25.15,24.95,4.123,4.089,17.03,24.53,23.52,26.09,27.82,35.35,38.89,40.11,39.44,37.9,38.1,36.84,36.84,30.88,31.38,31.47,29.63,31.39,38.62,65.44,106.7,129.1,132.8,149.4,149.4,149.4,149.4
